100000.00,-7.46
945939.09,-8.54
1791878.17,-15.42
2637817.26,-22.26
3483756.35,-31.12
4329695.43,-54.20
5175634.52,-69.54
6021573.60,-70.44
6867512.69,-69.86
7713451.78,-71.22
8559390.86,-69.67
9405329.95,-71.60
10251269.04,-74.01
11097208.12,-72.45
11943147.21,-71.86
12789086.29,-74.98
13635025.38,-74.21
14480964.47,-72.90
15326903.55,-74.66
16172842.64,-75.60
17018781.73,-74.43
17864720.81,-73.96
18710659.90,-75.02
19556598.98,-75.34
20402538.07,-75.58
21248477.16,-74.34
22094416.24,-73.48
22940355.33,-73.73
23786294.42,-73.00
24632233.50,-74.44
25478172.59,-68.34
26324111.68,-73.03
27170050.76,-70.57
28015989.85,-66.61
28861928.93,-64.97
29707868.02,-71.82
30553807.11,-73.21
31399746.19,-72.48
32245685.28,-74.11
33091624.37,-73.67
33937563.45,-74.69
34783502.54,-76.66
35629441.62,-74.60
36475380.71,-68.81
37321319.80,-74.89
38167258.88,-71.39
39013197.97,-75.40
39859137.06,-75.47
40705076.14,-76.03
41551015.23,-75.96
42396954.31,-73.29
43242893.40,-74.73
44088832.49,-74.08
44934771.57,-76.91
45780710.66,-75.12
46626649.75,-75.48
47472588.83,-75.65
48318527.92,-76.31
49164467.01,-74.74
50010406.09,-76.49
50856345.18,-69.52
51702284.26,-75.18
52548223.35,-76.00
53394162.44,-76.25
54240101.52,-74.44
55086040.61,-74.74
55931979.70,-77.48
56777918.78,-74.92
57623857.87,-73.53
58469796.95,-74.28
59315736.04,-76.04
60161675.13,-75.34
61007614.21,-74.36
61853553.30,-73.80
62699492.39,-73.99
63545431.47,-71.72
64391370.56,-74.64
65237309.64,-74.59
66083248.73,-70.47
66929187.82,-70.97
67775126.90,-71.25
68621065.99,-72.54
69467005.08,-70.57
70312944.16,-66.25
71158883.25,-70.62
72004822.34,-62.35
72850761.42,-71.57
73696700.51,-67.24
74542639.59,-63.37
75388578.68,-69.90
76234517.77,-68.16
77080456.85,-72.69
77926395.94,-73.58
78772335.03,-68.81
79618274.11,-72.80
80464213.20,-71.85
81310152.28,-74.42
82156091.37,-70.67
83002030.46,-72.28
83847969.54,-69.35
84693908.63,-70.32
85539847.72,-70.14
86385786.80,-68.35
87231725.89,-68.20
88077664.97,-68.66
88923604.06,-70.91
89769543.15,-72.30
90615482.23,-70.96
91461421.32,-71.80
92307360.41,-75.08
93153299.49,-71.67
93999238.58,-75.13
94845177.66,-77.15
95691116.75,-74.66
96537055.84,-72.07
97382994.92,-69.02
98228934.01,-69.63
99074873.10,-75.41
99920812.18,-71.37
100766751.27,-74.39
101612690.36,-72.62
102458629.44,-75.43
103304568.53,-76.43
104150507.61,-76.05
104996446.70,-73.35
105842385.79,-73.81
106688324.87,-75.31
107534263.96,-74.83
108380203.05,-76.64
109226142.13,-76.19
110072081.22,-77.59
110918020.30,-74.85
111763959.39,-73.03
112609898.48,-77.20
113455837.56,-76.67
114301776.65,-76.52
115147715.74,-76.56
115993654.82,-76.56
116839593.91,-75.40
117685532.99,-74.80
118531472.08,-76.42
119377411.17,-78.25
120223350.25,-75.40
121069289.34,-74.54
121915228.43,-75.46
122761167.51,-75.26
123607106.60,-74.48
124453045.69,-73.76
125298984.77,-76.64
126144923.86,-77.63
126990862.94,-77.46
127836802.03,-76.56
128682741.12,-75.33
129528680.20,-76.60
130374619.29,-76.40
131220558.38,-76.75
132066497.46,-76.88
132912436.55,-75.18
133758375.63,-75.84
134604314.72,-73.79
135450253.81,-76.74
136296192.89,-73.84
137142131.98,-75.70
137988071.07,-76.49
138834010.15,-75.44
139679949.24,-75.79
140525888.32,-77.39
141371827.41,-76.09
142217766.50,-75.18
143063705.58,-75.64
143909644.67,-74.39
144755583.76,-73.63
145601522.84,-75.85
146447461.93,-77.67
147293401.02,-77.67
148139340.10,-74.64
148985279.19,-77.24
149831218.27,-76.32
150677157.36,-75.32
151523096.45,-76.65
152369035.53,-74.47
153214974.62,-75.88
154060913.71,-73.72
154906852.79,-72.97
155752791.88,-75.46
156598730.96,-77.39
157444670.05,-76.18
158290609.14,-74.14
159136548.22,-75.07
159982487.31,-75.83
160828426.40,-76.67
161674365.48,-75.41
162520304.57,-75.27
163366243.65,-73.58
164212182.74,-75.44
165058121.83,-75.33
165904060.91,-75.07
166750000.00,-75.34
167595939.09,-75.98
168441878.17,-73.28
169287817.26,-75.84
170133756.35,-75.25
170979695.43,-77.57
171825634.52,-76.48
172671573.60,-75.54
173517512.69,-76.29
174363451.78,-75.79
175209390.86,-75.50
176055329.95,-76.21
176901269.04,-76.32
177747208.12,-76.12
178593147.21,-75.23
179439086.29,-74.22
180285025.38,-74.06
181130964.47,-76.00
181976903.55,-77.48
182822842.64,-73.42
183668781.73,-74.79
184514720.81,-75.68
185360659.90,-75.81
186206598.98,-75.98
187052538.07,-75.39
187898477.16,-74.27
188744416.24,-74.97
189590355.33,-75.04
190436294.42,-76.03
191282233.50,-76.48
192128172.59,-74.91
192974111.68,-77.53
193820050.76,-75.84
194665989.85,-76.35
195511928.93,-75.31
196357868.02,-76.51
197203807.11,-74.23
198049746.19,-76.34
198895685.28,-77.57
